original_title,budget,revenue,genres,release_year,release_month,runtime,vote_average,vote_count,popularity,top_cast,director,roi
Dirty Grandpa,11500000,94073028,Comedy,2016,1,102.0,5.7,1406,56.805781,"Zac Efron, Robert De Niro, Julianne Hough",Dan Mazer,7.180263304347826
Doctor Zhivago,11000000,111858363,"Drama, Romance, War",1965,12,197.0,7.4,247,12.854853,"Omar Sharif, Julie Christie, Geraldine Chaplin",David Lean,9.168942090909091
The Fighter,25000000,93617009,Drama,2010,12,116.0,7.2,1486,31.019381,"Mark Wahlberg, Christian Bale, Amy Adams",David O. Russell,2.74468036
Jackass Number Two,11000000,72778712,"Action, Comedy, Documentary",2006,9,95.0,6.4,298,11.227087,"Johnny Knoxville, Bam Margera, Steve-O",Jeff Tremaine,5.616246545454546
My Cousin Vinny,11000000,64088552,"Comedy, Drama",1992,3,120.0,7.3,384,19.231507,"Joe Pesci, Ralph Macchio, Marisa Tomei",Jonathan Lynn,4.826232
If I Stay,11000000,78874843,Drama,2014,8,106.0,7.3,1368,31.162838,"Chloë Grace Moretz, Jamie Blackley, Liana Liberato",R.J. Cutler,6.170440272727273
Major League,11000000,49797148,Comedy,1989,2,107.0,6.6,217,7.5591919999999995,"Tom Berenger, Charlie Sheen, Corbin Bernsen",David S. Ward,3.5270134545454543
Phone Booth,13000000,97837138,"Thriller, Drama",2002,9,81.0,6.7,1062,38.018085,"Colin Farrell, Kiefer Sutherland, Forest Whitaker",Joel Schumacher,6.525933692307692
A Walk to Remember,11000000,41227069,"Drama, Romance",2002,1,101.0,7.5,1018,33.283553999999995,"Mandy Moore, Shane West, Peter Coyote",Adam Shankman,2.7479153636363636
Dead Man Walking,11000000,39363635,Drama,1995,12,122.0,7.3,337,15.864927999999999,"Susan Sarandon, Sean Penn, Robert Prosky",Tim Robbins,2.5785122727272727
Cruel Intentions,10500000,75902208,"Drama, Romance, Thriller",1999,3,97.0,6.6,827,23.449703,"Sarah Michelle Gellar, Ryan Phillippe, Reese Witherspoon",Roger Kumble,6.228781714285715
Saw VI,11000000,68233629,"Horror, Mystery",2009,10,90.0,6.0,722,31.900899,"Tobin Bell, Costas Mandylor, Betsy Russell",Kevin Greutert,5.203057181818182
History of the World: Part I,11000000,31672907,Comedy,1981,6,92.0,6.5,204,14.282314000000001,"Mel Brooks, Dom DeLuise, Madeline Kahn",Mel Brooks,1.8793551818181817
The Secret Life of Bees,11000000,38105395,Adventure,2008,9,114.0,7.4,158,7.645979,"Dakota Fanning, Queen Latifah, Jennifer Hudson",Gina Prince-Bythewood,2.464126818181818
Corky Romano,11000000,23978402,"Action, Comedy, Crime",2001,10,86.0,4.1,54,3.4957580000000004,"Chris Kattan, Vinessa Shaw, Peter Falk",Rob Pritts,1.1798547272727273
Raising Cain,12000000,37170057,"Drama, Horror, Thriller, Crime",1992,8,91.0,5.9,65,7.558959,"John Lithgow, Lolita Davidovich, Steven Bauer",Brian De Palma,2.09750475
F.I.S.T.,11,11,"Drama, Action",1978,4,145.0,6.4,29,3.375208,"Sylvester Stallone, Rod Steiger, Peter Boyle",Norman Jewison,0.0
Invaders from Mars,12000000,4884663,Science Fiction,1986,1,100.0,5.5,57,4.234269,"Karen Black, Hunter Carson, Timothy Bottoms",Tobe Hooper,-0.59294475
Brooklyn,11000000,62076141,"Drama, Romance",2015,10,111.0,7.2,1213,39.337949,"Saoirse Ronan, Domhnall Gleeson, Emory Cohen",John Crowley,4.643285545454545
Barry Lyndon,11000000,20000000,"Drama, Romance, War",1975,12,184.0,7.7,505,29.543331,"Ryan O'Neal, Marisa Berenson, Hardy Krüger",Stanley Kubrick,0.8181818181818182
Out Cold,24000000,14782676,Comedy,2001,11,89.0,5.8,53,4.12064,"Jason London, Lee Majors, Zach Galifianakis",Brendan Malloy,-0.38405516666666667
The Ladies Man,24000000,13700000,Comedy,2000,10,84.0,5.7,34,2.259537,"Tim Meadows, Karyn Parsons, Billy Dee Williams",Reginald Hudlin,-0.42916666666666664
Quartet,11000000,59520298,"Drama, Comedy, Romance",2012,9,98.0,6.3,139,7.722021000000001,"Maggie Smith, Tom Courtenay, Billy Connolly",Dustin Hoffman,4.410936181818182
Tomcats,11000000,23430766,"Comedy, Romance",2001,3,95.0,4.9,74,7.063053,"Jerry O'Connell, Shannon Elizabeth, Jake Busey",Gregory Poirier,1.1300696363636364
Frailty,11000000,13110448,"Drama, Thriller, Crime",2001,11,100.0,7.0,334,16.003957999999997,"Bill Paxton, Matthew McConaughey, Powers Boothe",Bill Paxton,0.19185890909090908
Woman in Gold,11000000,61619773,Drama,2015,4,120.0,7.3,440,21.204929,"Helen Mirren, Ryan Reynolds, Tatiana Maslany",Simon Curtis,4.601797545454546
Slackers,14000000,6413915,"Comedy, Romance",2002,2,86.0,5.4,60,9.371811,"Jason Segel, Devon Sawa, Jason Schwartzman",Dewey Nicks,-0.5418632142857143
What's Eating Gilbert Grape,11000000,30000000,"Romance, Drama",1993,12,118.0,7.5,919,33.282794,"Johnny Depp, Leonardo DiCaprio, Juliette Lewis",Lasse Hallström,1.7272727272727273
The Visual Bible: The Gospel of John,10000000,4069090,"Drama, History",2003,9,125.0,8.2,12,3.2081720000000002,"Christopher Plummer, Henry Ian Cusick, Stuart Bunce",Philip Saville,-0.593091
The Perez Family,11000000,2832826,"Comedy, Drama, Romance",1995,5,113.0,6.6,9,1.187671,"Marisa Tomei, Alfred Molina, Anjelica Huston",Mira Nair,-0.7424703636363637
Inside Llewyn Davis,11000000,32935319,"Drama, Music",2013,10,105.0,7.2,834,36.319205,"Oscar Isaac, Carey Mulligan, Justin Timberlake",Joel Coen,1.9941199090909092
Return to the Blue Lagoon,11000000,2807854,"Drama, Adventure, Romance",1991,8,98.0,5.1,153,9.705589,"Milla Jovovich, Brian Krause, Lisa Pelikan",William A. Graham,-0.7447405454545455
The Molly Maguires,11000000,2200000,"Drama, History",1970,1,124.0,5.9,16,1.3969850000000001,"Sean Connery, Samantha Eggar, Richard Harris",Martin Ritt,-0.8
Saw V,10800000,113857533,"Horror, Thriller, Crime",2008,10,92.0,5.9,820,32.943847999999996,"Tobin Bell, Costas Mandylor, Scott Patterson",David Hackl,9.542364166666667
कभी अलविदा ना कहना,7400000,17000000,"Drama, Romance",2006,8,193.0,6.1,42,3.246903,"Shah Rukh Khan, Rani Mukerji, Preity Zinta",Karan Johar,1.2972972972972974
An Ideal Husband,14000000,18535191,"Drama, Comedy, Romance",1999,4,97.0,6.3,46,4.519523,"Cate Blanchett, Minnie Driver, Rupert Everett",Oliver Parker,0.3239422142857143
2001: A Space Odyssey,10500000,68700000,"Science Fiction, Mystery, Adventure",1968,4,149.0,7.9,2998,86.201184,"Keir Dullea, Gary Lockwood, William Sylvester",Stanley Kubrick,5.542857142857143
E.T. the Extra-Terrestrial,10500000,792910554,"Science Fiction, Adventure, Family, Fantasy",1982,4,115.0,7.3,3269,56.105798,"Henry Thomas, Drew Barrymore, Robert MacNaughton",Steven Spielberg,74.51529085714286
In the Land of Women,10000000,17500000,"Romance, Comedy, Drama",2007,4,97.0,5.8,160,12.792446,"Meg Ryan, Kristen Stewart, Adam Brody",Jon Kasdan,0.75
There Goes My Baby,10500000,123509,"Drama, Comedy",1994,9,99.0,8.5,2,0.037073,"Dermot Mulroney, Ricky Schroder, Kelli Williams",Floyd Mutrux,-0.9882372380952381
For Greater Glory - The True Story of Cristiada,12000000,9622846,"History, Drama",2012,6,145.0,6.4,35,5.759545,"Eva Longoria, Andy García, Oscar Isaac",Dean Wright,-0.19809616666666666
Good Will Hunting,10000000,225933435,Drama,1997,12,126.0,7.9,2811,43.734885999999996,"Robin Williams, Matt Damon, Ben Affleck",Gus Van Sant,21.5933435
Saw III,10000000,163876815,"Horror, Thriller, Crime",2006,10,108.0,6.1,1071,33.124871,"Tobin Bell, Shawnee Smith, Angus Macfadyen",Darren Lynn Bousman,15.3876815
Stripes,10000000,85300000,"Action, Comedy",1981,6,106.0,6.5,249,10.892398,"Bill Murray, Harold Ramis, Warren Oates",Ivan Reitman,7.53
Bring It On,28000000,90449929,Comedy,2000,8,98.0,5.8,568,14.754281,"Kirsten Dunst, Jesse Bradford, Eliza Dushku",Peyton Reed,2.230354607142857
The Purge: Election Year,10000000,118587880,"Action, Horror, Thriller",2016,6,105.0,6.1,1306,53.727146,"Elizabeth Mitchell, Frank Grillo, Mykelti Williamson",James DeMonaco,10.858788
She's All That,10000000,103166989,"Comedy, Romance",1999,1,95.0,5.7,418,8.9876,"Freddie Prinze Jr., Rachael Leigh Cook, Matthew Lillard",Robert Iscove,9.3166989
Saw IV,10000000,139352633,"Horror, Thriller, Crime",2007,10,93.0,5.9,903,29.244768,"Tobin Bell, Scott Patterson, Costas Mandylor",Darren Lynn Bousman,12.9352633
White Noise,10000000,91196419,"Drama, Horror, Thriller",2005,1,101.0,5.6,261,14.447723000000002,"Michael Keaton, Chandra West, Deborah Kara Unger",Geoffrey Sax,8.1196419
Madea's Family Reunion,6000000,57231524,"Drama, Comedy, Romance",2006,2,110.0,6.0,77,5.882208,"Tyler Perry, Blair Underwood, Lynn Whitfield",Tyler Perry,8.538587333333334
The Color of Money,13800000,52293982,Drama,1986,10,119.0,6.7,291,17.3393,"Paul Newman, Tom Cruise, Mary Elizabeth Mastrantonio",Martin Scorsese,2.7894189855072464
The Longest Day,10000000,50100000,"Action, Drama, History, War",1962,9,178.0,7.2,234,19.524972,"Eddie Albert, Paul Anka, Arletty",Bernhard Wicki,4.01
The Mighty Ducks,10000000,50752337,"Comedy, Family",1992,10,101.0,6.4,198,8.932837,"Emilio Estevez, Joss Ackland, Lane Smith",Stephen Herek,4.0752337
The Grudge,10000000,183474602,"Horror, Mystery, Thriller",2004,10,92.0,5.8,865,35.695442,"Sarah Michelle Gellar, Jason Behr, Clea DuVall",Takashi Shimizu,17.3474602
Happy Gilmore,12000000,41205099,Comedy,1996,2,92.0,6.5,755,26.598884,"Adam Sandler, Ben Stiller, Christopher McDonald",Dennis Dugan,2.43375825
Jeepers Creepers,10000000,59217789,"Horror, Thriller",2001,7,90.0,6.1,720,23.316208,"Gina Philips, Justin Long, Jonathan Breck",Victor Salva,4.9217789
Bill & Ted's Excellent Adventure,10000000,40485039,"Adventure, Comedy, Science Fiction",1989,2,90.0,6.7,454,25.929893,"Keanu Reeves, Alex Winter, George Carlin",Stephen Herek,3.0485039
Oliver!,10000000,37402877,"Drama, Family, Music",1968,9,153.0,7.0,103,8.305997999999999,"Ron Moody, Shani Wallis, Oliver Reed",Carol Reed,2.7402877
The Best Exotic Marigold Hotel,10000000,136836156,"Drama, Comedy",2011,11,124.0,6.9,459,21.258991,"Bill Nighy, Maggie Smith, Tom Wilkinson",John Madden,12.6836156
Recess: School's Out,10000000,44460850,"Science Fiction, Animation, Comedy, Family",2001,1,83.0,6.6,67,5.699058,"Rickey D'Shon Collins, Jason Davis, Ashley Johnson",Chuck Sheetz,3.446085
Mad Max Beyond Thunderdome,12305523,36230219,"Action, Adventure, Science Fiction",1985,6,107.0,5.9,748,36.582038,"Mel Gibson, Tina Turner, Bruce Spence",George Miller,1.9442242316722336
Commando,10000000,57500000,"Action, Adventure, Thriller",1985,10,90.0,6.4,742,34.224204,"Arnold Schwarzenegger, Rae Dawn Chong, Dan Hedaya",Mark L. Lester,4.75
The Boy,10000000,64188367,"Horror, Mystery, Thriller",2016,1,97.0,5.8,1102,38.179483000000005,"Lauren Cohan, Rupert Evans, James Russell",William Brent Bell,5.4188367
Devil,10000000,33583175,"Horror, Mystery, Thriller",2010,1,80.0,5.8,816,30.934688,"Chris Messina, Jacob Vargas, Bojana Novaković",John Erick Dowdle,2.3583175
Friday After Next,20000000,33526835,Comedy,2002,11,85.0,6.0,100,7.499639,"Ice Cube, Mike Epps, John Witherspoon",Marcus Raboy,0.67634175
Insidious: Chapter 3,10000000,104303851,"Drama, Horror, Thriller",2015,6,97.0,6.2,983,45.946524,"Dermot Mulroney, Stefanie Scott, Lin Shaye",Leigh Whannell,9.4303851
The Last Dragon,10000000,25754284,"Action, Adventure, Comedy",1985,3,108.0,6.4,69,4.928776999999999,"Taimak, Julius Carry, Vanity",Michael Schultz,1.5754284
The Lawnmower Man,10000000,32101000,"Horror, Thriller, Science Fiction",1992,3,108.0,5.4,197,10.125029,"Jeff Fahey, Pierce Brosnan, Jenny Wright",Brett Leonard,2.2101
Nick and Norah's Infinite Playlist,9000000,32973937,"Comedy, Music, Romance",2008,10,89.0,6.4,379,20.452448999999998,"Michael Cera, Kat Dennings, Aaron Yoo",Peter Sollett,2.6637707777777777
Dogma,10000000,30652890,"Fantasy, Comedy, Adventure",1999,11,130.0,6.8,823,14.543435,"Ben Affleck, Matt Damon, Linda Fiorentino",Kevin Smith,2.065289
Twilight Zone: The Movie,10000000,29450919,"Drama, Fantasy, Horror, Science Fiction, Thriller",1983,6,101.0,6.2,161,12.902975,"Albert Brooks, Vic Morrow, John Larroquette",Steven Spielberg,1.9450919
Road House,15000000,30050028,"Action, Thriller",1989,5,114.0,6.3,252,6.216203,"Patrick Swayze, Kelly Lynch, Sam Elliott",Rowdy Herrington,1.0033352
A Low Down Dirty Shame,10000000,29392418,"Action, Comedy, Crime",1994,11,100.0,6.0,31,3.290639,"Keenen Ivory Wayans, Charles S. Dutton, Jada Pinkett Smith",Keenen Ivory Wayans,1.9392418
Swimfan,8500000,34411240,"Drama, Thriller",2002,9,84.0,5.0,70,4.844451,"Jesse Bradford, Erika Christensen, Shiri Appleby",John Polson,3.0483811764705884
Employee of the Month,12000000,38368909,"Comedy, Romance",2006,10,103.0,5.3,153,9.559737,"Dane Cook, Jessica Simpson, Dax Shepard",Greg Coolidge,2.1974090833333335
Can't Hardly Wait,10000000,25605015,"Comedy, Drama, Romance",1998,6,100.0,6.1,122,11.350382000000002,"Jennifer Love Hewitt, Ethan Embry, Charlie Korsmo",Deborah Kaplan,1.5605015
The Outsiders,10000000,33697647,"Crime, Drama",1983,3,91.0,6.9,291,13.455373000000002,"Matt Dillon, Ralph Macchio, C. Thomas Howell",Francis Ford Coppola,2.3697647
Pete's Dragon,65000000,143695338,"Adventure, Family, Fantasy",2016,8,102.0,6.2,679,31.974359000000003,"Bryce Dallas Howard, Oakes Fegley, Wes Bentley",David Lowery,1.2106975076923077
The Dead Zone,10000000,20766616,"Horror, Science Fiction, Thriller",1983,10,103.0,6.9,311,16.785120000000003,"Christopher Walken, Brooke Adams, Tom Skerritt",David Cronenberg,1.0766616
Sinister 2,10000000,52882018,Horror,2015,8,97.0,5.4,581,26.090495,"Shannyn Sossamon, James Ransone, Robert Daniel Sloan",Ciaran Foy,4.2882018
Sparkle,14000000,24637469,"Drama, Music",2012,8,116.0,5.8,36,2.698185,"Whitney Houston, Cee Lo Green, Derek Luke",Salim Akil,0.7598192142857143
The Fourth Kind,10000000,42333295,"Mystery, Science Fiction, Thriller",2009,11,98.0,5.8,441,22.888173000000002,"Milla Jovovich, Will Patton, Hakeem Kae-Kazim",Olatunde Osunsanmi,3.2333295
Rushmore,9000000,17096053,"Comedy, Drama",1998,9,93.0,7.5,676,18.289303,"Jason Schwartzman, Olivia Williams, Bill Murray",Wes Anderson,0.8995614444444444
Skyline,10000000,66821036,Science Fiction,2010,11,100.0,4.7,507,26.268209000000002,"Eric Balfour, Scottie Thompson, David Zayas",Colin Strause,5.6821036
The Second Best Exotic Marigold Hotel,10000000,85978266,"Drama, Comedy",2015,2,122.0,6.3,272,17.592299,"Dev Patel, Judi Dench, Richard Gere",John Madden,7.5978266
Mo' Better Blues,10000000,16153593,"Drama, Romance",1990,8,129.0,6.3,47,3.079862,"Denzel Washington, Spike Lee, Wesley Snipes",Spike Lee,0.6153593
Tremors,11000000,48572000,"Action, Horror",1990,1,96.0,6.6,864,32.579696999999996,"Kevin Bacon, Fred Ward, Finn Carter",Ron Underwood,3.415636363636364
Wrong Turn,12600000,28650575,"Horror, Thriller",2003,5,84.0,6.0,635,33.555764,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui",Rob Schmidt,1.2738551587301588
The Long Riders,10000000,15795189,"Western, History",1980,5,99.0,6.6,50,2.959547,"David Carradine, Keith Carradine, Robert Carradine",Walter Hill,0.5795189
The Corruptor,25000000,15156200,"Action, Crime, Mystery, Thriller",1999,3,110.0,6.0,57,4.068107,"Mark Wahlberg, Chow Yun-fat, Byron Mann",James Foley,-0.393752
Mud,10000000,21587700,Drama,2013,5,130.0,7.0,1068,17.663353,"Matthew McConaughey, Tye Sheridan, Jacob Lofland",Jeff Nichols,1.15877
Reno 911!: Miami,10000000,20342161,"Action, Adventure, Comedy, Crime",2007,2,84.0,5.6,72,4.207456,"Lennie Loftin, Danny DeVito, Ben Garant",Ben Garant,1.0342161
My Week with Marilyn,6400000,35057696,Drama,2011,10,99.0,6.6,406,21.006078,"Michelle Williams, Eddie Redmayne, Kenneth Branagh",Simon Curtis,4.477765
The Matador,10000000,17297244,"Action, Comedy, Crime, Drama, Thriller",2005,5,96.0,6.2,136,5.647538,"Pierce Brosnan, Greg Kinnear, Hope Davis",Richard Shepard,0.7297244
The Gift,5000000,58978653,"Thriller, Mystery",2015,7,108.0,6.7,1049,27.247013,"Jason Bateman, Rebecca Hall, Joel Edgerton",Joel Edgerton,10.7957306
Office Space,10000000,12827813,"Comedy, Crime",1999,2,89.0,7.4,1050,18.366362,"Ron Livingston, Jennifer Aniston, David Herman",Mike Judge,0.2827813
Drop Dead Gorgeous,10000000,10571408,Comedy,1999,7,98.0,6.4,86,6.736274000000001,"Kirsten Dunst, Ellen Barkin, Denise Richards",Michael Patrick Jann,0.0571408
Big Eyes,10000000,28883511,Drama,2014,12,105.0,6.8,1196,28.570173999999998,"Amy Adams, Christoph Waltz, Krysten Ritter",Tim Burton,1.8883511
Very Bad Things,30000000,9898412,"Comedy, Crime, Thriller",1998,9,100.0,6.2,179,5.671691,"Jon Favreau, Leland Orser, Cameron Diaz",Peter Berg,-0.6700529333333334
Body Double,10000000,8801940,"Crime, Mystery, Horror, Thriller",1984,10,114.0,6.4,137,9.525625999999999,"Craig Wasson, Melanie Griffith, Gregg Henry",Brian De Palma,-0.119806
MacGruber,10000000,6110000,"Action, Adventure, Comedy",2010,5,90.0,5.1,179,14.038511999999999,"Will Forte, Kristen Wiig, Val Kilmer",Jorma Taccone,-0.389
Movie 43,6000000,32438988,Comedy,2013,1,90.0,4.4,797,35.350303000000004,"Anna Faris, Emma Stone, Halle Berry",Griffin Dunne,4.406498
Seeking a Friend for the End of the World,10000000,9636289,"Comedy, Drama, Romance, Science Fiction",2012,6,101.0,6.3,700,30.863082000000002,"Steve Carell, Keira Knightley, Connie Britton",Lorene Scafaria,-0.0363711
American History X,20000000,23875127,Drama,1998,10,119.0,8.2,3016,73.56723199999999,"Edward Norton, Edward Furlong, Beverly D'Angelo",Tony Kaye,0.19375635
The Red Violin,18000000,9495408,"Drama, Thriller, Mystery, Music, Romance",1998,9,131.0,7.3,99,6.18869,"Carlo Cecchi, Irene Grazioli, Anita Laurenzi",François Girard,-0.47247733333333336
Bad Words,9500000,7800000,Comedy,2013,9,88.0,6.4,334,14.105392000000002,"Jason Bateman, Kathryn Hahn, Rohan Chand",Jason Bateman,-0.17894736842105263
Run Fatboy Run,10000000,33000000,"Comedy, Romance",2007,9,100.0,6.2,238,14.905357,"Simon Pegg, Thandie Newton, Hank Azaria",David Schwimmer,2.3
Heartbeeps,10000000,2154696,"Comedy, Romance, Family",1981,12,79.0,3.8,6,0.5180560000000001,"Andy Kaufman, Bernadette Peters, Randy Quaid",Allan Arkush,-0.7845304
Black or White,9000000,21571189,Drama,2014,9,121.0,6.5,115,12.172131,"Kevin Costner, Jillian Estell, Jennifer Ehle",Mike Binder,1.3967987777777777
Rescue Dawn,10000000,7177143,"Adventure, Drama, War",2006,9,126.0,6.9,336,17.078656,"Christian Bale, Steve Zahn, Marshall Bell",Werner Herzog,-0.2822857
Danny Collins,10000000,10835752,"Comedy, Drama, Music",2015,3,107.0,6.6,183,16.318607999999998,"Al Pacino, Annette Bening, Jennifer Garner",Dan Fogelman,0.0835752
"Jeff, Who Lives at Home",10000000,4417580,"Drama, Comedy",2011,9,83.0,6.1,217,10.409155,"Jason Segel, Ed Helms, Susan Sarandon",Jay Duplass,-0.558242
Romeo Is Bleeding,11500000,3275585,"Action, Crime, Drama, Thriller",1993,9,100.0,5.7,36,4.850402,"Gary Oldman, Lena Olin, Annabella Sciorra",Peter Medak,-0.7151665217391304
The Limey,10000000,3193102,"Action, Crime, Drama, Mystery, Thriller",1999,5,89.0,6.6,105,8.902102000000001,"Terence Stamp, Lesley Ann Warren, Luis Guzmán",Steven Soderbergh,-0.6806898
Crash,6500000,98410061,Drama,2004,1,112.0,7.2,1149,28.223163,"Sandra Bullock, Don Cheadle, Matt Dillon",Paul Haggis,14.140009384615384
The House of Mirth,10000000,5164404,"Drama, Romance",2000,9,140.0,6.4,25,3.007816,"Gillian Anderson, Dan Aykroyd, Eleanor Bron",Terence Davies,-0.4835596
The Forest,10000000,40055439,"Horror, Thriller",2016,1,95.0,4.8,448,19.865989000000003,"Natalie Dormer, Taylor Kinney, Yukiyoshi Ozawa",Jason Zada,3.0055439
Sphinx,14000000,439564,"Adventure, Mystery, Thriller",1981,2,118.0,6.0,2,0.310513,"Lesley-Anne Down, Frank Langella, Maurice Ronet",Franklin J. Schaffner,-0.9686025714285714
While We're Young,10000000,7587485,"Comedy, Drama, Mystery",2015,4,97.0,5.8,383,19.263476999999998,"Ben Stiller, Naomi Watts, Adam Driver",Noah Baumbach,-0.2412515
A Better Life,10000000,1759252,Drama,2011,6,98.0,7.0,54,4.123533,"Demián Bichir, José Julián, Chelsea Rendon",Chris Weitz,-0.8240748
Gun Shy,10000000,1631839,"Action, Comedy, Romance, Thriller",2000,2,101.0,5.4,24,3.988432,"Sandra Bullock, Liam Neeson, Oliver Platt",Eric Blakeney,-0.8368161
The Iceman,20000000,1969193,"Thriller, Crime, Drama",2012,9,105.0,6.4,365,19.494703,"Michael Shannon, Winona Ryder, Ray Liotta",Ariel Vromen,-0.90154035
Killer Joe,10000000,3665069,"Crime, Drama, Thriller",2011,9,102.0,6.5,425,16.436177999999998,"Matthew McConaughey, Emile Hirsch, Thomas Haden Church",William Friedkin,-0.6334931
The Joneses,10000000,7022728,"Comedy, Drama",2009,9,96.0,6.1,210,14.979375,"David Duchovny, Demi Moore, Amber Heard",Derrick Borte,-0.2977272
My Blueberry Nights,10000000,21786738,"Drama, Romance",2007,5,111.0,6.0,190,10.733761,"Norah Jones, Jude Law, Natalie Portman",Wong Kar-wai,1.1786738
Swept Away,10000000,598645,"Comedy, Romance",2002,10,89.0,4.8,50,4.570043,"Madonna, Adriano Giannini, Bruce Greenwood",Guy Ritchie,-0.9401355
"War, Inc.",5000000,1296184,"Action, Adventure, Comedy, Thriller",2008,4,106.0,5.6,86,6.265658999999999,"John Cusack, Hilary Duff, Marisa Tomei",Joshua Seftel,-0.7407632
Coriolanus,7700000,1072602,"Drama, Thriller",2011,2,123.0,5.9,131,7.554799000000001,"Gerard Butler, Ralph Fiennes, Lubna Azabal",Ralph Fiennes,-0.860701038961039
World's Greatest Dad,10000000,295750,"Comedy, Romance",2009,8,99.0,6.5,177,9.805551,"Robin Williams, Alexie Gilmore, Daryl Sabara",Bobcat Goldthwait,-0.970425
"An Alan Smithee Film: Burn, Hollywood, Burn",10000000,45779,Comedy,1998,2,86.0,3.0,9,0.666218,"Jackie Chan, Sylvester Stallone, Whoopi Goldberg",Alan Smithee,-0.9954221
Strangerland,10000000,17472,"Drama, Thriller",2015,7,111.0,5.1,83,5.1456550000000005,"Nicole Kidman, Joseph Fiennes, Hugo Weaving",Kim Farrant,-0.9982528
Janky Promoters,10000000,9069,Comedy,2009,10,85.0,7.0,5,1.728816,"Ice Cube, Mike Epps, Young Jeezy",Marcus Raboy,-0.9990931
Hross í oss,10,11,"Drama, Romance, Comedy",2013,8,85.0,6.9,26,1.6179430000000001,"Ingvar Eggert Sigurðsson, Charlotte Bøving, Steinn Ármann Magnússon",Benedikt Erlingsson,0.1
Nurse 3-D,10,10000000,"Horror, Thriller",2013,9,99.0,4.9,119,10.013629,"Paz de la Huerta, Katrina Bowden, Kathleen Turner",Douglas Aarniokoski,999999.0
Adventureland,9500000,17164377,Comedy,2009,4,107.0,6.4,737,19.978021,"Jesse Eisenberg, Kristen Stewart, Martin Starr",Greg Mottola,0.8067765263157894
The Lost City,9600000,4386236,"Drama, Romance",2005,9,144.0,6.0,24,3.5885290000000003,"Andy García, Richard Bradford, Nestor Carbonell",Andy García,-0.5431004166666666
Next Friday,11000000,59827328,Comedy,2000,1,98.0,6.4,135,9.337388,"Ice Cube, Mike Epps, Justin Pierce",Steve Carr,4.438848
You Only Live Twice,9500000,111584787,"Action, Thriller, Adventure",1967,6,117.0,6.5,531,28.675890999999996,"Sean Connery, Akiko Wakabayashi, Karin Dor",Lewis Gilbert,10.74576705263158
Amour,8900000,19839492,"Drama, Romance",2012,7,127.0,7.5,400,17.151293,"Emmanuelle Riva, Jean-Louis Trintignant, Isabelle Huppert",Michael Haneke,1.2291564044943821
Poltergeist III,10500000,14144000,"Horror, Thriller",1988,6,98.0,4.5,123,11.225044,"Tom Skerritt, Nancy Allen, Heather O'Rourke",Gary Sherman,0.34704761904761905
"It's a Mad, Mad, Mad, Mad World",9400000,60000000,"Action, Adventure, Comedy, Crime",1963,11,163.0,7.0,140,14.562991,"Spencer Tracy, Milton Berle, Sid Caesar",Stanley Kramer,5.382978723404255
Volver,12899867,85582407,"Comedy, Drama, Romance",2006,3,121.0,7.3,406,19.747809,"Penélope Cruz, Carmen Maura, Lola Dueñas",Pedro Almodóvar,5.634363517081223
Melancholia,7400000,21817298,"Drama, Science Fiction",2011,5,136.0,7.0,885,36.173598,"Kirsten Dunst, Charlotte Gainsbourg, Kiefer Sutherland",Lars von Trier,1.9482835135135135
Alien,11000000,104931801,"Horror, Action, Thriller, Science Fiction",1979,5,117.0,7.9,4470,94.184658,"Tom Skerritt, Sigourney Weaver, Veronica Cartwright",Ridley Scott,8.539254636363637
The Texas Chain Saw Massacre,85000,30859000,Horror,1974,10,83.0,7.2,590,29.262427000000002,"Marilyn Burns, Allen Danziger, Paul A. Partain",Tobe Hooper,362.0470588235294
The Runaways,10000000,2995811,"Drama, Music",2010,3,106.0,6.3,254,17.611971,"Dakota Fanning, Kristen Stewart, Michael Shannon",Floria Sigismondi,-0.7004189
Fiddler on the Roof,9000000,83304330,"Drama, Romance",1971,11,181.0,7.4,134,7.623978999999999,"Chaim Topol, Norma Crane, Leonard Frey",Norman Jewison,8.256036666666667
Thunderball,5500000,141195658,"Adventure, Action, Thriller",1965,12,130.0,6.5,562,31.035999999999998,"Sean Connery, Claudine Auger, Adolfo Celi",Terence Young,24.671937818181817
Mine vaganti,7000000,8220215,"Comedy, Drama, Romance",2010,2,110.0,7.0,118,7.720692,"Nicole Grimaudo, Riccardo Scamarcio, Alessandro Preziosi",Ferzan Ozpetek,0.17431642857142857
Set It Off,9000000,41590886,"Drama, Action, Crime",1996,11,118.0,6.9,66,6.717994,"Jada Pinkett Smith, Queen Latifah, Vivica A. Fox",F. Gary Gray,3.6212095555555557
The Best Man,9000000,34573780,"Drama, Comedy",1999,10,120.0,6.8,38,3.9510410000000005,"Nia Long, Morris Chestnut, Harold Perrineau",Malcolm D. Lee,2.8415311111111112
Child's Play,9000000,44196684,"Horror, Thriller",1988,11,87.0,6.3,581,27.600842999999998,"Catherine Hicks, Chris Sarandon, Alex Vincent",Tom Holland,3.9107426666666667
Sicko,9000000,24538513,Documentary,2007,5,123.0,7.3,235,14.098951999999999,"Michael Moore, George W. Bush, Bill Clinton",Michael Moore,1.7265014444444444
